input,output,output_predicted,similarity_score
Work together for plan your advertisement campaign.,Work together to plan your advertisement campaign.,Work together to plan your advertising campaign.,0.92
Investigation of low back pain for elite athlete that surging with MRI.,Investigation of low back pain in elite athletes using MRI.,Investigation of low back pain for elite athletes with MRI.,0.8813559322033898
Partner with The Nature Conservancy setting to create new data for Southeast-Alaska.,Partner with The Nature Conservancy to create new data for Southeast Alaska.,Partner with The Nature Conservancy to create new data for Southeast-Alaska.,0.9868421052631579
"Example: ""They have to carry a ramrod as well as powder and ball""","Example: ""They had to carry a ramrod as well as powder and ball""","Example: ""They have to carry a ramrod as well as powder and ball""",0.9692307692307692
"So, I have a big promise for you rather more in a tip for getting off to a good start in verys ordinarcy days,which hold no promise of particular great things.","So, I leave you instead a tip for getting off to a good start on very ordinary days that hold no particular promise of great things to come.","So, I have a big promise for you rather more in a tip for getting off to a good start in very ordinary days,which hold no promise of particular great things.",0.6050955414012739
You can put Aphelian in AB or AUM etc so yes the synths are available as an IAA instance.,You can host Aphelian in AB or AUM etc so yes the synths are available as an IAA instance.,You can put Aphelian in AB or AUM etc so yes the synths are available as an IAA instance.,0.9666666666666667
"Congratulations and well done Gemma, we hope you enjoy BANJO Leather Band over the coming festive season.","Congratulations and well done Gemma, we hope you enjoy wearing the BANJO Leather Band over the coming festive season.","Congratulations and well done Gemma, we hope you enjoy BANJO Leather Band over the coming festive season.",0.8974358974358975
"Four-fifths of the Final FiveâSimone Biles, Aly Raisman, Laurie Hernandez and Madison Kocian were at the White House White as part of an Olympian ceremony at the Obamas' end of game together with Michael Phelps and Paralympian athletes of Rio Olympics.","Four-fifths of the Final FiveâSimone Biles, Aly Raisman, Laurie Hernandez and Madison Kocianâwere at the White House as part of an Olympian ceremony (the Obamasâ final one), which also included Michael Phelps and Paralympian athletes from the Rio Olympics.","Four-fifths of the Final FiveâSimone Biles, Aly Raisman, Laurie Hernandez and Madison Kocian were at the White House as part of an Olympian ceremony at the Obamas' end of game together with Michael Phelps and Paralympian",0.7366412213740459
e how to in I in inter-JEE computer in test mode is?,Where can I get the IIT JEE question papers in online test mode?,how do I in inter-JEE computer in test mode?,0.4375
"Step inside any one of our locations and youâll feel it: a cultural around care, compassion, and humanitn connection.","Step inside any one of our locations and youâll feel it: a culture of care, compassion, and human connection.","Step inside any one of our locations and youâll feel it: a culture of care, compassion, and human connection.",0.9819819819819819
Here's an early picture of an happy guy's taking a selfie??,Here's an early picture of an happy guy taking a selfie?,Here's an early picture of a happy guy taking a selfie??,0.9642857142857143
"The research, reported in advertising-industry magazine Brandweek, dubs other demographic groups the Super Greenes, True Greens and Light Green. In the passed 16 monthes, those identified as Super Greens and True Greens have increased threefold, and thatâs driving all growth in the sustainable marketplace.","The research, reported in advertising-industry magazine Brandweek, dubs other demographic groups the Super Greens, True Greens and Light Greens. In the past 16 months, those identified as Super Greens and True Greens have increased threefold, and thatâs driving all growth in the sustainable marketplace.","The research, reported in advertising-industry magazine Brandweek, dubs other demographic groups the Super Greenes, True Greens and Light Green. In the past 16 months, those identified as Super Greens and True Greens have increased threefold, and thatâs driving all",0.8594771241830066
Check out a Kraze 101.3 FM on Facebook or Twitter.,Check out Kraze 101.3 FM on Facebook or Twitter.,Check out Kraze 101.3 FM on Facebook or Twitter.,1.0
We are your regional Great Lakes and water damage professional!,We are your regional Great Lakes water damage professionals!,We are your regional Great Lakes and water damage professional!,0.9206349206349207
"Portraits and Projects of Experts in the Fields of Feminist and Gender Planning Vernissage: March 27th, 2014,6.00 p.m.","Portraits and Projects of Experts in the Fields of Feminist and Gender Planning. Vernissage: March 27th, 2014, 6.00 p.m.","Portraits and Projects of Experts in the Fields of Feminist and Gender Planning. Vernissage: March 27th, 2014, 6.00 p.m.",1.0
"Maneâs fizz, and the frequency on which he left markers muddling in the distance, was well known on the streets of Sedhiou, a remote city in Senegal where he grew up on a football diet in the dust.","Maneâs fizz, and the frequency in which he left markers muddled in the distance, was well known on the streets of Sedhiou, a remote city in Senegal where he grew up on a diet of football in the dust.","Maneâs fizz, and the frequency on which he left markers muddling in the distance, was well known on the streets of Sedhiou, a remote city in Senegal where he grew up on a football diet in the dust.",0.9054726368159204
headset=auto -> ja2dp and headset !!!,headset=auto -> a2dp and headset !!!,headset=auto -> ja2dp and headset!!!,0.9444444444444444
"Structural Insulated Panels | RAYCORE SIPs Building SystemsPang licensing process has begun, and Raymond has received business inquiries from Japan, Argentina, Bangladesh, Hong Kong, finland, and Canada, as well as from across the U.S.... - PENNA BUSinESS CENTRAL 1996 ... transcerter builders have adopted new products in experimental house in Pennsylvania walls are made of stiff, heavily insulated RAY-CORE foam panels that can be snapped into place, cutting down on wood and energiconsumption such as well as construction costs es.","Structural Insulated Panels | RAYCORE SIPs Building SystemsThe licensing process has begun, and Raymond has received business inquiries from Japan, Argentina, Bangladesh, Hong Kong, finland, and Canada, as well as from across the U.S.... - PENNA BUSinESS CENTRAL. 1996 ... Builders have adopted new products. in an experimental house in Pennsylvania, walls are made of stiff, heavily insulated RAY-CORE foam panels that can be snapped into place, cutting down on wood and energy consumption as well as construction costs.","Structural Insulated Panels | RAYCORE SIPs Building SystemsPang licensing process has begun, and Raymond has received business inquiries from Japan, Argentina, Bangladesh, Hong Kong, Finland, and Canada, as well as from across the U.S.",0.43953934740882916
